"acceleration","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14"
19.9,"nominal1","nominal8",1905,51,"nominal9",23.2,0.973,9999,9999,142,0.868,15.3,35.6,3.95
20.5,"nominal5","nominal8",1998,61,"nominal10",23.5,9999,9999,9999,124,0.862,15.6,36,3.573
20.5,"nominal5","nominal8",1998,61,"nominal10",24.1,9999,9999,9999,145,1.57,14.8,34.3,3.573
20.6,"nominal1","nominal8",2151,75,"nominal11",26.8,1081,9999,9999,155,1.1,12.1,40.8,2.941
20.6,"nominal2","nominal7",2351,82,"nominal11",21.8,1151,9999,9999,155,1.21,16.7,33.7,3.6
20.6,"nominal2","nominal7",2351,82,"nominal11",21.5,1151,9999,9999,155,1.21,16.7,33.7,3.6
20.9,"nominal1","nominal7",997,37,"nominal9",28,0.663,9999,9999,148,1.19,19.9,29,3.646
21.3,"nominal1","nominal8",1870,40,"nominal9",25.6,0.914,9999,9999,135,0.859,18.9,39.3,2.733
21.5,"nominal1","nominal8",2461,65,"nominal11",27.8,1094,9999,13.2,150,1.44,14.1,39.9,2.965
21.5,"nominal1","nominal8",2461,65,"nominal11",28.5,1094,9999,13.2,150,1.44,14.1,39.9,2.965
21.5,"nominal2","nominal8",2477,59,"nominal11",31.3,1151,9999,9999,145,1.21,14.1,36.4,3.342
21.5,"nominal2","nominal8",2477,59,"nominal11",30.8,1151,9999,9999,145,1.21,14.1,36.4,3.342
21.7,"nominal1","nominal7",1968,62,"nominal11",27.5,1094,9999,12.9,144,0.986,14.9,34,3.486
21.7,"nominal1","nominal7",1968,62,"nominal11",28.1,1094,9999,12.9,144,0.986,14.9,34,3.486
21.7,"nominal5","nominal8",2477,73,"nominal10",25.3,9999,9999,9999,136,1.29,12.4,33.9,3.959
21.7,"nominal5","nominal8",2477,73,"nominal10",25.8,9999,9999,9999,136,1.2,12.5,34.2,3.959
22.3,"nominal2","nominal7",2351,82,"nominal11",21.8,1151,9999,9999,142,0.799,23.2,39.5,3.82
22.3,"nominal2","nominal7",2351,82,"nominal11",21.5,1151,9999,9999,142,0.799,23.2,39.5,3.82
24.7,"nominal1","nominal8",2370,55,"nominal11",32.4,1094,9999,14.9,136,1.82,12.9,34,3.486
24.7,"nominal1","nominal8",2370,55,"nominal11",33.1,1094,9999,14.9,136,1.82,12.9,34,3.486
28.5,"nominal1","nominal8",1896,50,"nominal11",34.1,1094,9999,16.8,132,1.51,13.6,34,3.486
28.5,"nominal1","nominal8",1896,50,"nominal11",34.9,1094,9999,16.8,132,1.51,13.6,34,3.486
31.7,"nominal2","nominal8",2477,59,"nominal11",31.3,1151,9999,9999,135,0.811,19.6,42.7,2.854
31.7,"nominal2","nominal8",2477,59,"nominal11",30.8,1151,9999,9999,135,0.811,19.6,42.7,2.854
